PhoneNumber,Email,CreditScore,AgeGroup,FamilyBackground,Income,LeadSource,TimeOnPage,PagesVisited,High_Intent
01330363019,isarkar@example.com,437,26-35,Single,239100,Direct,271,9,0
02854946049,pbawa@example.net,353,18-25,Married with Kids,109760,Social Media,113,5,0
5221818009,wchawla@example.com,559,26-35,Married,386776,Social Media,54,6,0
00087294845,suhana31@example.com,434,18-25,Married with Kids,212466,Direct,21,13,0
6392637850,madhavravel@example.net,494,36-50,Single,451334,Paid Ads,258,8,0
00640046064,jiyachaudhary@example.com,551,36-50,Married,489784,Paid Ads,239,12,0
+911032294952,ttalwar@example.org,529,26-35,Married,296070,Social Media,152,3,0
0742903808,aayush54@example.org,601,36-50,Married,546313,Referral,81,12,0
01876023231,oorja77@example.org,513,51+,Married,419188,Paid Ads,29,14,0
08091356135,agandhi@example.com,517,26-35,Married with Kids,322826,Referral,105,4,0
07251552457,madhup58@example.net,436,26-35,Single,258286,Referral,132,6,0
+912725725603,indrajitdeep@example.net,572,36-50,Married with Kids,588619,Paid Ads,164,13,1
+916875507028,ebhatnagar@example.org,572,36-50,Married with Kids,613071,Referral,180,2,1
2563608833,gandhiaarna@example.com,312,26-35,Married with Kids,254737,Social Media,110,2,0
02853059460,vedikabhattacharyya@example.net,441,26-35,Married,331438,Social Media,197,11,0
0429655635,adahsagar@example.com,397,18-25,Single,78605,Referral,234,9,0
02387775543,rheakarnik@example.com,527,51+,Married with Kids,495578,Referral,230,10,0
+911938888062,taran80@example.org,309,18-25,Married,122248,Social Media,109,4,0
07296641731,drishya45@example.net,503,26-35,Married with Kids,310049,Referral,187,4,0
08066247932,ngrewal@example.com,506,26-35,Single,260883,Paid Ads,46,8,0
09724111289,mchaudhari@example.com,697,36-50,Married with Kids,638410,Direct,213,9,1
+917641221414,anya66@example.com,504,51+,Married,474285,Referral,173,14,0
05458397543,zeeshan31@example.com,492,51+,Single,339499,Paid Ads,218,11,0
5911982613,lagan37@example.net,488,26-35,Married with Kids,309332,Direct,131,5,0
7806279335,jivinchatterjee@example.net,591,36-50,Married,563153,Direct,260,9,0
04533958465,sairagour@example.org,439,26-35,Single,266021,Paid Ads,28,11,0
+914684925214,dhruv29@example.com,442,26-35,Married with Kids,254098,Paid Ads,274,3,0
08744286514,bumbadira@example.org,476,26-35,Married,303266,Referral,283,7,0
09533896926,kmallick@example.net,600,36-50,Married,573183,Social Media,104,5,0
0788525885,vartynehmat@example.org,521,36-50,Married,553238,Social Media,14,5,0
05369677834,rasha64@example.com,377,26-35,Married,255642,Paid Ads,284,13,0
04847126148,ikala@example.com,534,36-50,Married,500037,Social Media,78,4,0
8048440219,pdutt@example.com,459,26-35,Married,308272,Paid Ads,36,1,0
01765806045,zoya13@example.net,551,26-35,Married with Kids,377406,Organic Search,25,2,0
3807392046,ishita85@example.net,424,18-25,Single,87526,Referral,256,8,0
+910361187881,vhanda@example.com,574,36-50,Married,629354,Direct,250,1,0
08371450772,zainwalia@example.com,547,36-50,Married with Kids,584449,Organic Search,174,8,1
6387371640,daminidyal@example.net,435,18-25,Married,199890,Social Media,49,4,0
+919723522012,idubey@example.net,592,36-50,Single,552601,Paid Ads,93,1,0
02656727319,indrajit98@example.net,492,26-35,Single,309422,Direct,31,14,0
6388619085,chirag91@example.org,497,26-35,Single,334128,Social Media,31,1,0
+914144468838,yakshit36@example.net,514,51+,Married,437720,Organic Search,287,3,0
00219783430,indranillala@example.com,505,51+,Single,300558,Paid Ads,275,9,0
+917342391902,kashvithakkar@example.net,516,36-50,Single,563113,Direct,84,3,0
+917553245752,kabirkapoor@example.org,542,51+,Married,577469,Referral,272,1,0
+912325318570,gdewan@example.net,596,36-50,Married,592473,Direct,96,3,0
09193670672,bchokshi@example.org,584,36-50,Married with Kids,582701,Organic Search,50,14,1
+915316047530,prerakjani@example.com,388,26-35,Single,252829,Referral,286,4,0
00008283766,divitroy@example.org,432,26-35,Married,294534,Social Media,34,13,0
+913677403676,navyadixit@example.org,300,18-25,Single,58403,Social Media,279,1,0
+912443888184,deolira@example.org,564,51+,Married,558869,Referral,215,10,0
04168870844,rohanbir@example.org,621,36-50,Married,593987,Direct,12,5,0
00995997121,shayak50@example.com,550,51+,Single,466174,Direct,212,5,0
8805682856,indrajitgole@example.org,594,36-50,Single,528516,Paid Ads,60,9,0
6880228430,miraanchar@example.com,386,26-35,Married,275777,Direct,20,11,0
+919137552938,indransbarad@example.com,645,36-50,Married,678190,Paid Ads,90,4,0
+913979048190,mamootysabharwal@example.org,399,18-25,Married,169576,Social Media,252,7,0
1876515110,shanbadal@example.org,654,36-50,Married,675389,Direct,125,12,0
03517171005,davedarshit@example.org,709,36-50,Married,676435,Referral,87,10,1
06384804884,nirvaan22@example.org,569,51+,Married with Kids,601706,Referral,76,1,1
+913007563001,gganesan@example.com,464,26-35,Single,306969,Referral,109,5,0
0353563447,armaan02@example.com,466,26-35,Married with Kids,291119,Organic Search,228,14,0
1668221548,kavya48@example.org,360,18-25,Married,175516,Organic Search,44,13,0
+914069528069,paribalay@example.org,546,36-50,Married,522857,Social Media,266,11,0
+919306148269,ganeshmanjari@example.net,357,18-25,Single,10935,Organic Search,275,12,0
03112190636,bramesh@example.org,667,36-50,Married with Kids,585776,Organic Search,197,11,1
03827846539,krish04@example.net,514,26-35,Married,322893,Social Media,174,2,0
02337096252,dharyasmin@example.net,670,36-50,Married with Kids,559174,Referral,146,8,1
+911059113203,msur@example.org,365,18-25,Single,80517,Social Media,171,12,0
+911102988117,dewanvedika@example.com,463,26-35,Married,329554,Social Media,236,10,0
0655141157,akarsh46@example.com,338,26-35,Single,160237,Paid Ads,197,3,0
06317680350,mamooty47@example.net,538,51+,Single,407221,Direct,39,1,0
4261993409,sekhonneysa@example.net,435,36-50,Married,532543,Paid Ads,240,4,0
1882297838,aniruddhbail@example.net,533,26-35,Married,343072,Social Media,105,6,0
7808268666,urastogi@example.net,340,18-25,Married,89146,Referral,175,5,0
00704920409,onkarthakkar@example.net,507,26-35,Married with Kids,294328,Paid Ads,257,10,0
1297795048,rati96@example.org,382,18-25,Married with Kids,168135,Organic Search,120,12,0
+917773461260,kairajha@example.org,650,36-50,Married with Kids,614004,Direct,161,14,1
+910232048199,bravel@example.net,488,26-35,Married with Kids,286160,Social Media,96,1,0
3575961331,tiya87@example.org,519,51+,Married with Kids,468711,Organic Search,32,3,0
04829361911,trishavarkey@example.org,514,36-50,Single,500139,Direct,184,13,0
+918522863634,jayeshsachdeva@example.net,496,26-35,Married,408596,Referral,13,10,0
2850237216,nirvaan87@example.com,587,51+,Married with Kids,496271,Organic Search,136,7,0
00083668975,tiya92@example.com,344,18-25,Married,124729,Social Media,194,9,0
01787455216,dagrawal@example.org,478,26-35,Single,264716,Paid Ads,256,14,0
+918742841888,vdalia@example.net,460,36-50,Single,437073,Social Media,136,13,0
+919860798645,sumer82@example.org,396,26-35,Married,333497,Social Media,62,5,0
+911154889863,tusharbarman@example.org,454,26-35,Married,279984,Organic Search,200,6,0
05755960113,bhavin92@example.com,447,51+,Married,397636,Organic Search,167,8,0
4262090229,tanya54@example.com,419,26-35,Single,293834,Direct,125,6,0
01216510341,dhanuk72@example.com,453,26-35,Single,331116,Direct,95,5,0
3802362114,samarth87@example.net,631,36-50,Married with Kids,561395,Paid Ads,134,11,1
+915872590797,dhaliwalsuhana@example.org,456,26-35,Married,266076,Paid Ads,20,3,0
1752217793,goleahana@example.org,419,26-35,Married with Kids,201732,Organic Search,238,4,0
5371945700,ryandar@example.com,452,26-35,Married with Kids,279818,Social Media,139,13,0
+915335624915,seshadrilakshit@example.org,538,51+,Married with Kids,458579,Paid Ads,290,13,0
1363697031,rattavihaan@example.com,567,51+,Married,504849,Organic Search,19,12,0
+916827885767,surionkar@example.com,541,36-50,Single,526454,Social Media,257,3,0
09258475132,bedioorja@example.org,301,18-25,Single,94537,Social Media,70,13,0
05423764930,gandra@example.com,653,36-50,Married with Kids,654894,Organic Search,84,7,1
09523363079,idhaliwal@example.net,557,51+,Married,520989,Social Media,87,9,0
+913282993909,kapadiakanav@example.net,623,51+,Married,523098,Direct,37,9,0
+919443890374,karanjhanvi@example.org,463,26-35,Married with Kids,276131,Paid Ads,161,6,0
3040898525,tushar64@example.net,372,18-25,Married with Kids,120805,Direct,68,3,0
8351696885,myraaggarwal@example.org,597,36-50,Married,583447,Organic Search,81,1,0
+914536526503,venkataramanmisha@example.com,300,18-25,Married,52289,Paid Ads,111,11,0
04270374860,saanvi33@example.com,619,36-50,Married with Kids,748623,Paid Ads,101,1,1
00698862480,varmajayesh@example.net,382,18-25,Married,108024,Referral,67,5,0
5843631300,fateh34@example.net,476,36-50,Married,550141,Referral,259,8,0
07082234432,yuvraj-29@example.net,434,26-35,Single,234452,Paid Ads,172,5,0
+913717932645,yohannananaya@example.com,499,26-35,Married,321234,Referral,75,4,0
01136796142,sararattan@example.com,426,18-25,Single,66588,Direct,251,8,0
00680009906,indrajit03@example.com,347,18-25,Married with Kids,88606,Organic Search,164,13,0
+917443085891,fbaria@example.net,554,36-50,Single,540755,Direct,59,5,0
+916863130726,fchad@example.org,608,36-50,Married with Kids,554971,Social Media,210,3,1
09795335137,bsrivastava@example.com,311,18-25,Married with Kids,78927,Paid Ads,289,11,0
+910296971704,rajankashvi@example.net,588,36-50,Married with Kids,602716,Paid Ads,243,5,1
+911836491574,taraeva@example.org,539,51+,Married with Kids,461137,Direct,82,1,0
+918622115660,navya94@example.com,617,36-50,Married,576721,Organic Search,234,14,0
+911964868199,bgrover@example.com,572,36-50,Single,503290,Referral,226,6,0
03634514489,galamehul@example.com,408,18-25,Married,130891,Social Media,84,13,0
+915198896596,tjhaveri@example.com,543,26-35,Married,277814,Paid Ads,99,11,0
+916590379406,dgala@example.com,360,18-25,Married with Kids,80019,Organic Search,57,8,0
04272971772,trivedisumer@example.net,482,51+,Married,478226,Direct,143,13,0
07929230052,aradhya61@example.net,488,26-35,Single,269198,Referral,140,8,0
+910010432318,zborra@example.org,517,36-50,Single,470816,Social Media,182,4,0
1922931494,heer53@example.com,430,18-25,Married,72689,Organic Search,93,7,0
4688156413,kumarkiara@example.org,696,36-50,Married with Kids,591487,Social Media,58,14,1
+912299963201,dayalrohan@example.net,402,26-35,Married,320411,Paid Ads,62,4,0
6259378117,chadhapriyansh@example.net,432,26-35,Married,301737,Direct,255,7,0
0292683238,devansh26@example.net,501,26-35,Married,330662,Social Media,100,6,0
1502106529,vedika52@example.com,533,26-35,Single,255430,Paid Ads,94,12,0
02956219862,zachariahabram@example.com,554,36-50,Married with Kids,546180,Paid Ads,179,12,1
+913540433385,ritvik13@example.org,631,36-50,Married with Kids,614567,Organic Search,46,12,1
+913963963910,reneebehl@example.com,417,26-35,Married,219936,Paid Ads,209,5,0
02378972237,vardaniyadoshi@example.org,300,18-25,Married,4272,Referral,13,6,0
5360334000,yohannanmanikya@example.org,300,18-25,Married,111824,Paid Ads,246,2,0
+911781517607,aaryahi21@example.com,363,18-25,Married,70345,Referral,241,13,0
3142696434,chakrabartirania@example.org,543,26-35,Single,264680,Direct,122,6,0
06642566897,karnikkhushi@example.com,300,18-25,Single,82811,Referral,211,10,0
09027185116,aarushmaharaj@example.com,580,36-50,Single,515052,Social Media,240,1,0
+910196281821,khatrimahika@example.com,391,18-25,Single,172991,Paid Ads,187,7,0
+918107603705,zeeshan37@example.com,623,36-50,Married,565116,Social Media,86,13,0
03549455524,fraju@example.com,573,36-50,Married,613907,Paid Ads,195,1,0
5864344692,janipari@example.net,631,51+,Married,499123,Organic Search,82,7,0
9530352184,stuvan69@example.com,364,26-35,Married,288117,Social Media,293,10,0
03216638641,bainsanaya@example.com,634,36-50,Married,640373,Paid Ads,209,7,0
+918855173219,vedikabassi@example.net,491,36-50,Single,416947,Paid Ads,291,12,0
06144982248,farhan38@example.net,389,18-25,Single,158090,Paid Ads,17,10,0
9030943543,qswaminathan@example.net,599,51+,Married with Kids,459591,Referral,299,6,0
+916971838532,jiyajhaveri@example.org,526,36-50,Married,523560,Referral,43,4,0
03674154025,miraanramachandran@example.com,420,18-25,Married with Kids,136789,Referral,239,7,0
03242417609,agarwalyakshit@example.com,340,18-25,Married,83255,Referral,145,13,0
04733732084,azadsharaf@example.org,549,36-50,Single,509593,Organic Search,278,11,0
+918692189226,lalakiara@example.com,321,18-25,Married,127339,Organic Search,58,13,0
05118666172,rsami@example.net,416,51+,Single,347779,Direct,42,6,0
+918825311301,xbhargava@example.org,386,26-35,Single,201873,Organic Search,287,9,0
+913904711283,zaina77@example.net,460,26-35,Married,294696,Organic Search,133,11,0
7445760175,karpeanika@example.com,607,36-50,Married,543432,Paid Ads,223,3,0
+913165041309,hbatra@example.net,567,36-50,Single,540026,Organic Search,167,5,0
6685026788,riaan12@example.net,450,26-35,Single,279885,Organic Search,137,8,0
06688861083,srinivasanjayesh@example.net,326,18-25,Married,78343,Organic Search,91,12,0
+917314807854,nehmat19@example.net,322,26-35,Single,230406,Paid Ads,128,13,0
+918115415459,tiya54@example.com,506,36-50,Married,569217,Organic Search,158,4,0
0031269648,bhavsardevansh@example.com,441,26-35,Married with Kids,324963,Social Media,236,2,0
+915357817624,mahikasarin@example.org,300,18-25,Single,49672,Social Media,149,3,0
+917772083163,elavarty@example.com,588,36-50,Single,494937,Organic Search,60,10,0
1391261684,aravel@example.net,358,18-25,Married,97509,Direct,277,7,0
01360910823,nakuldutt@example.net,534,26-35,Married with Kids,245986,Social Media,60,3,0
+914626073550,obajaj@example.net,571,36-50,Single,484942,Paid Ads,268,3,0
+913294437727,ishita38@example.net,371,51+,Married with Kids,390365,Referral,187,8,0
08197705130,purab42@example.org,616,36-50,Married,625002,Paid Ads,283,10,0
+912236543011,nishithsarna@example.org,429,26-35,Married,342402,Paid Ads,31,14,0
+913041364808,lchokshi@example.net,553,51+,Married with Kids,541593,Paid Ads,211,8,1
0767579733,zoyasani@example.org,506,18-25,Single,141736,Organic Search,68,6,0
+912613073368,chakrabartirasha@example.org,419,26-35,Married with Kids,238399,Referral,144,7,0
09606109482,jayanwable@example.com,300,18-25,Married with Kids,104530,Organic Search,232,11,0
+915073650914,yakshitbehl@example.org,382,18-25,Single,168736,Paid Ads,213,6,0
+916527314833,vohraelakshi@example.com,476,26-35,Married with Kids,306889,Social Media,297,5,0
09210952122,parinaazrajagopal@example.com,429,26-35,Married,371486,Organic Search,223,6,0
6362148435,kashvi57@example.com,520,26-35,Married,443314,Paid Ads,195,4,0
+910313541153,bhargavanirvaan@example.net,627,36-50,Single,514218,Social Media,146,1,0
+914627494266,vidurramakrishnan@example.net,392,26-35,Married with Kids,300672,Social Media,86,5,0
6664928280,heersachar@example.org,654,36-50,Married,656319,Organic Search,159,5,0
07812506039,ryansahota@example.org,345,26-35,Married,251316,Social Media,182,8,0
06720363397,rthakur@example.com,515,26-35,Married,301683,Direct,100,11,0
05531160934,siya17@example.net,397,18-25,Married,100842,Direct,237,4,0
05036148872,lakshay60@example.org,508,36-50,Married,497276,Referral,295,6,0
7152904751,wabledharmajan@example.com,551,36-50,Married,587450,Paid Ads,82,8,0
5485374381,kakarmisha@example.net,309,18-25,Single,130962,Paid Ads,269,11,0
2268541291,romil02@example.org,578,36-50,Married,546657,Organic Search,119,13,0
09323383031,bordeelakshi@example.org,655,36-50,Married with Kids,593784,Social Media,142,5,1
4023923191,romillalla@example.com,707,36-50,Married,607701,Referral,139,12,1
03694794116,vanya76@example.net,542,51+,Single,416942,Paid Ads,189,5,0
03561604481,sranganathan@example.org,560,36-50,Single,470946,Organic Search,19,3,0
+911922744152,nravi@example.org,596,26-35,Married with Kids,332484,Organic Search,29,12,0
+914599864884,ykumer@example.com,405,26-35,Married with Kids,309402,Social Media,25,11,0
6954536579,chowdhuryvaibhav@example.com,487,26-35,Single,255900,Direct,249,3,0
04516906719,nsandhu@example.net,388,18-25,Married,160418,Organic Search,150,9,0
2984986488,mthaker@example.org,542,36-50,Married with Kids,593422,Referral,185,8,1
05489928519,gandhiranbir@example.com,614,51+,Married,535197,Social Media,79,13,0
7745736179,tariniwarrior@example.com,542,51+,Single,462924,Referral,219,7,0
0880491760,hridaandasgupta@example.net,567,36-50,Married with Kids,628972,Organic Search,222,8,1
+911150896524,shamikdey@example.com,349,18-25,Married,113563,Paid Ads,203,2,0
+914752553053,dharmajanbobal@example.com,356,18-25,Single,15245,Direct,27,14,0
0559515554,gkota@example.com,593,51+,Single,488675,Direct,22,13,0
+918985849182,wraju@example.com,494,26-35,Single,337465,Organic Search,25,14,0
03771845401,miraanacharya@example.net,445,26-35,Married,345157,Social Media,64,11,0
4500540166,borrakavya@example.net,482,26-35,Married,338628,Referral,123,10,0
